PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,CA Clin,E
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201206,177.00,0.00,0.00,177.00,8605.74,0.00,0.00,32045.99,0.00,0.00,31483.10,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201207,126.00,0.00,0.00,126.00,6126.12,0.00,0.00,22812.40,0.00,0.00,22411.70,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201208,142.00,0.00,0.00,142.00,6904.04,0.00,0.00,25709.21,0.00,0.00,25257.63,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201209,166.00,0.00,0.00,166.00,8070.92,0.00,0.00,30054.43,0.00,0.00,29526.52,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201210,142.00,0.00,0.00,142.00,6904.04,0.00,0.00,25709.21,0.00,0.00,25257.63,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201211,134.00,0.00,0.00,134.00,6515.08,0.00,0.00,24260.81,0.00,0.00,23834.66,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201212,142.00,0.00,0.00,142.00,6904.04,0.00,0.00,25709.21,0.00,0.00,25257.63,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201301,158.00,0.00,0.00,158.00,7877.88,0.00,0.00,29962.30,0.00,0.00,29238.61,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201302,142.00,0.00,0.00,142.00,7080.12,0.00,0.00,26928.14,0.00,0.00,26277.74,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201203,160.00,0.00,160.00,160.00,5217.60,5217.60,0.00,19429.26,19429.26,0.00,19087.98,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201204,160.00,0.00,0.00,160.00,5217.60,0.00,0.00,19429.26,0.00,0.00,19087.98,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201205,260.00,0.00,0.00,260.00,8478.60,0.00,0.00,31572.55,0.00,0.00,31017.97,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201206,160.00,0.00,0.00,160.00,5217.60,0.00,0.00,19429.26,0.00,0.00,19087.98,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201207,240.00,0.00,0.00,240.00,7826.40,0.00,0.00,29143.89,0.00,0.00,28631.97,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201208,160.00,0.00,0.00,160.00,5217.60,0.00,0.00,19429.26,0.00,0.00,19087.98,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201209,210.00,0.00,0.00,210.00,6848.10,0.00,0.00,25500.90,0.00,0.00,25052.98,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201210,160.00,0.00,0.00,160.00,5217.60,0.00,0.00,19429.26,0.00,0.00,19087.98,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201211,110.00,0.00,0.00,110.00,3587.10,0.00,0.00,13357.62,0.00,0.00,13122.99,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201212,110.00,0.00,0.00,110.00,3587.10,0.00,0.00,13357.62,0.00,0.00,13122.99,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201301,120.00,0.00,0.00,120.00,4012.80,0.00,0.00,15262.07,0.00,0.00,14893.43,0006,0006,L
LRIP10,10PTLHHX,Tooling Cycles - periodics and Maint.,All up,C,HHX,L10PTLHHX,HHX,,201302,120.00,0.00,0.00,120.00,4012.80,0.00,0.00,15262.07,0.00,0.00,14893.43,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201203,383.83,0.00,383.83,383.83,18661.81,18661.81,0.00,69492.72,69492.72,0.00,68272.08,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201204,313.33,0.00,0.00,313.33,15234.10,0.00,0.00,56728.64,0.00,0.00,55732.20,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201205,313.33,0.00,0.00,313.33,15234.10,0.00,0.00,56728.64,0.00,0.00,55732.20,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201206,381.88,0.00,0.00,381.88,18567.01,0.00,0.00,69139.67,0.00,0.00,67925.23,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201207,278.08,0.00,0.00,278.08,13520.25,0.00,0.00,50346.60,0.00,0.00,49462.26,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201208,313.33,0.00,0.00,313.33,15234.10,0.00,0.00,56728.64,0.00,0.00,55732.20,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201209,366.21,0.00,0.00,366.21,17805.13,0.00,0.00,66302.61,0.00,0.00,65138.00,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201210,313.33,0.00,0.00,313.33,15234.10,0.00,0.00,56728.64,0.00,0.00,55732.20,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201211,295.71,0.00,0.00,295.71,14377.42,0.00,0.00,53538.53,0.00,0.00,52598.12,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201212,235.00,0.00,0.00,235.00,11425.70,0.00,0.00,42546.93,0.00,0.00,41799.59,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201301,348.58,0.00,0.00,348.58,17380.20,0.00,0.00,66102.91,0.00,0.00,64506.29,0006,0006,L
LRIP10,10RWKH00,LRIP Eng Rework,All up,C,H00,L10RWKH00,H00,,201302,313.33,0.00,0.00,313.33,15622.63,0.00,0.00,59418.28,0.00,0.00,57983.12,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201203,10.00,0.00,10.00,10.00,565.70,565.70,0.00,1593.97,1593.97,0.00,1576.93,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201204,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201205,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201206,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201207,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201208,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201209,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201210,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201211,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201212,20.00,0.00,0.00,20.00,1131.40,0.00,0.00,3187.94,0.00,0.00,3153.85,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201301,20.00,0.00,0.00,20.00,1160.40,0.00,0.00,3348.22,0.00,0.00,3301.02,0006,0006,L
LRIP10,10BLKHJX,Flight Systems Engineering Sustainment,All up,C,HJX,L10BLKHJX,HJX,,201302,20.18,0.00,0.00,20.18,1170.84,0.00,0.00,3378.35,0.00,0.00,3330.73,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201203,91.54,0.00,91.54,91.54,5178.53,5178.53,0.00,14591.52,14591.52,0.00,14435.51,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201204,73.23,0.00,0.00,73.23,4142.79,0.00,0.00,11673.12,0.00,0.00,11548.31,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201205,73.23,0.00,0.00,73.23,4142.79,0.00,0.00,11673.12,0.00,0.00,11548.31,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201206,126.28,0.00,0.00,126.28,7143.66,0.00,0.00,20128.66,0.00,0.00,19913.44,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201207,94.71,0.00,0.00,94.71,5357.74,0.00,0.00,15096.49,0.00,0.00,14935.08,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201208,105.23,0.00,0.00,105.23,5953.03,0.00,0.00,16773.83,0.00,0.00,16594.48,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201209,126.28,0.00,0.00,126.28,7143.66,0.00,0.00,20128.66,0.00,0.00,19913.44,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201210,105.23,0.00,0.00,105.23,5953.03,0.00,0.00,16773.83,0.00,0.00,16594.48,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201211,99.97,0.00,0.00,99.97,5655.42,0.00,0.00,15935.24,0.00,0.00,15764.86,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201212,137.23,0.00,0.00,137.23,7763.27,0.00,0.00,21874.54,0.00,0.00,21640.64,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201301,157.82,0.00,0.00,157.82,9156.60,0.00,0.00,26420.44,0.00,0.00,26048.05,0006,0006,L
LRIP10,10BLKHBX,Analysis & System Integration Sustainment,All up,C,HBX,L10BLKHBX,HBX,,201302,137.17,0.00,0.00,137.17,7958.60,0.00,0.00,22963.74,0.00,0.00,22640.08,0006,0006,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201303,768.00,0.00,0.00,768.00,38364.80,0.00,0.00,115609.12,0.00,0.00,113774.96,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201304,979.00,0.00,0.00,979.00,48904.26,0.00,0.00,147370.29,0.00,0.00,145032.18,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201305,725.00,0.00,0.00,725.00,36217.64,0.00,0.00,109137.44,0.00,0.00,107406.01,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201306,768.00,0.00,0.00,768.00,38364.80,0.00,0.00,115609.12,0.00,0.00,113774.96,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201307,898.00,0.00,0.00,898.00,44860.58,0.00,0.00,135180.83,0.00,0.00,133036.27,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201308,2830.00,0.00,0.00,2830.00,150331.40,0.00,0.00,438677.37,0.00,0.00,432289.69,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201309,2671.00,0.00,0.00,2671.00,141885.44,0.00,0.00,414031.15,0.00,0.00,408002.36,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201310,3609.00,0.00,0.00,3609.00,191713.26,0.00,0.00,559431.16,0.00,0.00,551285.21,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201311,2530.00,0.00,0.00,2530.00,134396.02,0.00,0.00,392175.62,0.00,0.00,386465.11,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201312,2211.00,0.00,0.00,2211.00,117449.80,0.00,0.00,342726.49,0.00,0.00,337735.98,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201401,2989.00,0.00,0.00,2989.00,164042.64,0.00,0.00,478689.78,0.00,0.00,484533.91,0007,0007,L
LRIP10,10PAIHHX,Air Vehicle IPT Palmdale Infrastructure,All up,C,HHX,L10PAIHHX,HHX,,201402,2830.00,0.00,0.00,2830.00,155316.60,0.00,0.00,453226.16,0.00,0.00,458759.44,0007,0007,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201203,100.00,0.00,100.00,100.00,3261.00,3261.00,0.00,12143.29,12143.29,0.00,11929.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201204,100.00,0.00,0.00,100.00,3261.00,0.00,0.00,12143.29,0.00,0.00,11929.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201205,100.00,0.00,0.00,100.00,3261.00,0.00,0.00,12143.29,0.00,0.00,11929.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201206,100.00,0.00,0.00,100.00,3261.00,0.00,0.00,12143.29,0.00,0.00,11929.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201207,120.00,0.00,0.00,120.00,3913.20,0.00,0.00,14571.94,0.00,0.00,14315.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201208,115.00,0.00,0.00,115.00,3750.15,0.00,0.00,13964.78,0.00,0.00,13719.49,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201209,115.00,0.00,0.00,115.00,3750.15,0.00,0.00,13964.78,0.00,0.00,13719.49,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201210,115.00,0.00,0.00,115.00,3750.15,0.00,0.00,13964.78,0.00,0.00,13719.49,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201211,110.00,0.00,0.00,110.00,3587.10,0.00,0.00,13357.62,0.00,0.00,13122.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201212,100.00,0.00,0.00,100.00,3261.00,0.00,0.00,12143.29,0.00,0.00,11929.99,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201301,110.00,0.00,0.00,110.00,3678.40,0.00,0.00,13990.23,0.00,0.00,13652.31,0009,0009,L
LRIP10,10NREHHX,NRE Tooling Support from El Segundo,All up,C,HHX,L10NREHHX,HHX,,201302,101.00,0.00,0.00,101.00,3377.44,0.00,0.00,12845.57,0.00,0.00,12535.31,0009,0009,L
LRIP10,10ARCHBX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HBX,L10ARCHBX,HBX,,201302,8.00,0.00,0.00,8.00,464.16,0.00,0.00,1339.29,0.00,0.00,1320.41,0012,0012,L
LRIP10,10ARCHBX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HBX,L10ARCHBX,HBX,,201303,8.00,0.00,0.00,8.00,464.16,0.00,0.00,1339.29,0.00,0.00,1320.41,0012,0012,L
LRIP10,10ARCHEX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HEX,L10ARCHEX,HEX,,201210,119.23,0.00,0.00,119.23,6744.84,0.00,0.00,19004.91,0.00,0.00,18801.70,0012,0012,L
LRIP10,10ARCHEX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HEX,L10ARCHEX,HEX,,201211,103.68,0.00,0.00,103.68,5865.18,0.00,0.00,16526.29,0.00,0.00,16349.58,0012,0012,L
LRIP10,10ARCHEX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HEX,L10ARCHEX,HEX,,201212,36.28,0.00,0.00,36.28,2052.36,0.00,0.00,5782.92,0.00,0.00,5721.09,0012,0012,L
LRIP10,10ARCHJX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HJX,L10ARCHJX,HJX,,201211,21.77,0.00,0.00,21.77,1231.53,0.00,0.00,3470.07,0.00,0.00,3432.97,0012,0012,L
LRIP10,10ARCHJX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HJX,L10ARCHJX,HJX,,201212,40.80,0.00,0.00,40.80,2308.06,0.00,0.00,6503.40,0.00,0.00,6433.86,0012,0012,L
LRIP10,10ARCHJX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HJX,L10ARCHJX,HJX,,201301,59.83,0.00,0.00,59.83,3471.34,0.00,0.00,10016.19,0.00,0.00,9875.01,0012,0012,L
LRIP10,10ARCHJX,DMS Known NRE - GH20194 ARC-210 Radio,All up,C,HJX,L10ARCHJX,HJX,,201302,40.80,0.00,0.00,40.80,2367.22,0.00,0.00,6830.36,0.00,0.00,6734.09,0012,0012,L
LRIP10,10CCAHBX,DMS Known NRE - CAMA CCA Redesign,All up,C,HBX,L10CCAHBX,HBX,,201210,128.00,0.00,0.00,128.00,7240.96,0.00,0.00,20402.82,0.00,0.00,20184.67,0012,0012,L
LRIP10,10CCAHEX,DMS Known NRE - CAMA CCA Redesign,All up,C,HEX,L10CCAHEX,HEX,,201210,412.15,0.00,0.00,412.15,21718.81,0.00,0.00,70044.00,0.00,0.00,69045.18,0012,0012,L
LRIP10,10CCAHEX,DMS Known NRE - CAMA CCA Redesign,All up,C,HEX,L10CCAHEX,HEX,,201211,215.05,0.00,0.00,215.05,11332.38,0.00,0.00,36547.21,0.00,0.00,36026.06,0012,0012,L
LRIP10,10HUBHBX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HBX,L10HUBHBX,HBX,,201210,32.00,0.00,0.00,32.00,1810.24,0.00,0.00,5100.71,0.00,0.00,5046.17,0012,0012,L
LRIP10,10HUBHEX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HEX,L10HUBHEX,HEX,,201202,0.00,66.00,0.00,0.00,0.00,0.00,2145.85,0.00,0.00,5993.81,0.00,0012,0012,L
LRIP10,10HUBHEX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HEX,L10HUBHEX,HEX,,201203,50.00,0.00,0.00,50.00,2828.50,0.00,0.00,7969.85,0.00,0.00,7884.64,0012,0012,L
LRIP10,10HUBHEX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HEX,L10HUBHEX,HEX,,201204,50.00,0.00,0.00,50.00,2669.50,0.00,0.00,8402.93,0.00,0.00,8288.19,0012,0012,L
LRIP10,10HUBHEX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HEX,L10HUBHEX,HEX,,201205,56.00,0.00,0.00,56.00,3167.92,0.00,0.00,8926.23,0.00,0.00,8830.79,0012,0012,L
LRIP10,10HUBHEX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HEX,L10HUBHEX,HEX,,201206,119.00,0.00,0.00,119.00,6580.78,0.00,0.00,19379.67,0.00,0.00,19148.81,0012,0012,L
LRIP10,10HUBHEX,DMS Known NRE - GH13633 Ethernet Hub,All up,C,HEX,L10HUBHEX,HEX,,201207,40.20,0.00,0.00,40.20,2113.52,0.00,0.00,6845.17,0.00,0.00,6746.84,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201201,99.97,15.30,21.13,99.97,5655.30,1195.10,851.03,15934.92,3367.42,2372.30,15934.92,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201202,42.83,24.30,52.82,0.00,2422.89,2987.74,985.30,6826.98,8418.56,2746.59,0.00,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201206,20.40,0.00,0.00,25.00,1154.03,0.00,0.00,3251.70,0.00,0.00,3942.32,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201207,44.27,0.00,0.00,48.00,2504.35,0.00,0.00,7056.51,0.00,0.00,7569.25,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201208,53.93,0.00,0.00,56.00,3050.82,0.00,0.00,8596.28,0.00,0.00,8830.79,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201209,63.78,0.00,0.00,67.00,3608.03,0.00,0.00,10166.34,0.00,0.00,10565.41,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201210,109.20,0.00,0.00,111.00,6177.44,0.00,0.00,17406.16,0.00,0.00,17503.89,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201211,93.22,0.00,0.00,96.00,5273.46,0.00,0.00,14858.99,0.00,0.00,15138.50,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201212,50.00,0.00,0.00,50.00,2828.50,0.00,0.00,7969.85,0.00,0.00,7884.64,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201301,73.29,0.00,0.00,79.00,4252.29,0.00,0.00,12269.54,0.00,0.00,13039.05,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201302,76.17,0.00,0.00,78.00,4272.50,0.00,0.00,13151.71,0.00,0.00,13234.05,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201303,85.40,0.00,0.00,91.00,4710.11,0.00,0.00,14963.60,0.00,0.00,15619.76,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201304,89.47,0.00,0.00,91.47,4929.93,0.00,0.00,15689.41,0.00,0.00,15737.34,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201305,78.55,0.00,0.00,80.86,4286.89,0.00,0.00,13887.07,0.00,0.00,14009.35,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201306,69.20,0.00,0.00,72.00,3827.30,0.00,0.00,12095.98,0.00,0.00,12343.76,0012,0012,L
LRIP10,10IMCHEX,DMS Known NRE - Analog IO - IMMC,All up,C,HEX,L10IMCHEX,HEX,,201307,6.62,0.00,0.00,11.00,330.07,0.00,0.00,1255.38,0.00,0.00,1947.99,0012,0012,L
LRIP10,10IMCHJX,DMS Known NRE - Analog IO - IMMC,All up,C,HJX,L10IMCHJX,HJX,,201210,36.18,0.00,0.00,36.18,2046.70,0.00,0.00,5766.99,0.00,0.00,5705.32,0012,0012,L
LRIP10,10IMCHJX,DMS Known NRE - Analog IO - IMMC,All up,C,HJX,L10IMCHJX,HJX,,201211,31.47,0.00,0.00,31.47,1780.26,0.00,0.00,5016.23,0.00,0.00,4962.59,0012,0012,L
LRIP10,10IMCHJX,DMS Known NRE - Analog IO - IMMC,All up,C,HJX,L10IMCHJX,HJX,,201212,23.60,0.00,0.00,23.60,1335.05,0.00,0.00,3761.77,0.00,0.00,3721.55,0012,0012,L
LRIP10,10IMCHJX,DMS Known NRE - Analog IO - IMMC,All up,C,HJX,L10IMCHJX,HJX,,201301,3.15,0.00,0.00,3.15,182.76,0.00,0.00,527.34,0.00,0.00,519.91,0012,0012,L
LRIP10,10PTIHEX,DMS Known NRE - PTI Switch,All up,C,HEX,L10PTIHEX,HEX,,201210,143.52,0.00,0.00,143.52,7953.17,0.00,0.00,23328.14,0.00,0.00,23052.77,0012,0012,L
LRIP10,10PTIHEX,DMS Known NRE - PTI Switch,All up,C,HEX,L10PTIHEX,HEX,,201211,43.68,0.00,0.00,43.68,2420.50,0.00,0.00,7099.96,0.00,0.00,7016.15,0012,0012,L
LRIP10,SUPV3MXX,Production Supervisory Allocation,30/40/Retro,C,HHX,LSUPV3MXX,HHX,,201201,20.00,88.10,20.00,20.00,652.20,652.20,3929.84,2428.66,2428.66,14325.35,2428.66,Various,Various,L
